19511F7,1961117,1
1811122,1811131,1
1811119,1811117,1
18111A6,18111C1,1
181111C,1811125,2
1811116,18111D5,1
18111B5,18111B2,1
19611H7,19611L4,2
18111A1,1811143,38
2211132,2211124,3
2211135,2211121,22
2211133,2211123,14
2211134,2211122,22
1811133,18111A7,1
19511H9,1951121,4
18111D8,1811151,11
2961121,2961112,74
2961122,2961111,76
18111C1,18111B2,2
18111D6,1811153,28
19511I1,19511F5,1
1811124,18111D9,1
18111C1,1811123,1
19511H9,1961131,1
18111B2,1811153,11
18111D1,1811153,19
18111C8,18111D6,1
18111D3,1811151,1
181111C,18111B2,1
1811132,1811151,2
18111A6,1811125,1
18111B5,1811124,1
18111D5,18111C9,2
2211135,2211115,2
196111D,1961118,1
18111D9,2961132,2
18111C8,1811145,4
19511H9,1951116,3
1951118,1951126,7
18111D3,1811123,1
1811125,18111C9,2
195111C,1951123,8
19511G9,1951126,4
18111C8,1811131,3
18111B1,1811145,43
18111B5,1811141,3
18111D5,1811124,1
18111A5,1811123,1
18111D9,1951125,1
18111A5,1811151,2
1951129,1951125,14
1951129,1951115,4
18111A6,1811143,1
18111B2,1811151,11
1811122,18111B1,2
18111B2,1811123,2
18111D3,1811153,2
18111D5,1811151,3
18111C8,1811121,2
1811132,18111A1,2
19511I1,19511H9,1
1951116,1951126,17
1811119,1811143,5
1811117,1811145,8
18111B5,1811121,2
19511F7,1951118,1
19511H3,195111C,1
1961133,19511F7,1
18111D9,1811145,19
19511H3,19511F5,1
19611F1,1961117,1
195111F,1951129,3
1811133,18111B1,1
1811115,18111C8,1
19611I2,18111D6,1
181111C,1811143,1
2961124,2961125,189
181112A,1811123,4
2961134,2961115,92
2961135,2961114,56
196111D,196111A,2
1811115,18111B2,1
19511F7,1951132,2
2961125,2961113,92
2961123,2961115,94
2961124,2961114,55
1811132,1811143,5
18111B5,18111B1,2
18111B8,1811123,1
1811132,1811125,3
1811133,1811124,1
1811122,1811121,3
19511F7,1961116,1
181111C,1811131,2
19511H9,195111C,3
1811125,18111D1,1
1961131,18111D6,1
1811121,18111D8,2
1811123,18111D6,11
1811143,2961133,1
19511H3,1951123,2
1811121,18111A7,3
1811124,1811151,4
1811117,18111B1,2
2211112,2211111,128
181112A,1811151,2
18111A5,1811121,1
1811125,18111B1,5
1811124,18111B2,1
19511I1,1951115,1
1951132,1951116,14
196111D,196111C,1
2211131,2211111,5
1951122,1951126,24
1951123,1951125,37
1811116,1811141,1
18111B2,1811143,3
2961131,2961121,51
19511G2,1951123,3
18111B1,1811143,40
18111A1,1811153,14
18111A7,18111A1,20
18111C8,18111C9,1
2211124,2211134,8
1811125,18111A1,2
1811132,18111C8,2
18111D1,1811123,2
2211135,2211123,13
1811131,18111C9,3
19511I1,1951121,3
18111D9,18111D6,5
1951122,1951116,9
2211122,2211112,19
2211121,2211113,18
2211123,2211111,26
18111C8,18111B5,2
18111C1,1811143,1
18111D9,1811123,5
1811121,18111C9,1
1811119,1811123,4
1951115,1951123,8
1811121,18111D9,2
1811124,18111D6,2
2961125,2961114,84
2961124,2961115,68
181111C,1811145,2
2961132,2961134,156
2961131,2961135,128
1811125,1811117,5
1811116,18111A7,2
1951118,1951116,6
18111A6,1811153,6
18111B1,1811153,18
18111C8,18111D1,1
18111C3,18111D6,1
18111C1,18111D8,4
18111A6,18111D1,5
18111A1,18111D6,8
2961134,2961123,91
2961133,2961124,39
2961132,2961125,41
19511G9,195111F,1
18111C3,18111D8,1
2211124,2211122,91
2961135,2961122,40
1811115,1811141,1
18111D9,18111A7,5
19511H3,1951126,2
19611F1,19611G1,4
18111B2,18111A7,4
19611G8,1961118,1
1811117,18111A7,2
2211131,2211115,3
2211132,2211114,2
2211135,2211111,8
2211133,2211113,3
2211134,2211112,1
18111A1,1811141,34
1811122,1811123,1
1811121,1811124,10
18111C1,18111A7,3
1811119,1811145,6
19611G1,18111D6,1
1811116,18111C8,1
181111C,181112A,2
1811121,1811143,7
1811123,1811141,23
2211122,2211114,12
2211121,2211115,12
2211124,2211112,20
2211123,2211113,23
1951118,195111C,1
1961133,1961117,2
195111F,1951115,3
181112A,1811124,4
1951122,1951121,15
18111D9,1811153,2
18111D5,18111A7,8
1811119,18111A7,1
18111D5,2961131,1
2211122,2211111,25
2211121,2211112,19
18111B8,1811145,1
1811132,1811124,2
19611G7,19511F5,1
1811131,1811125,6
181112A,1811131,1
19611G7,1951126,1
18111B8,18111B5,2
18111A6,18111D6,6
1811132,181111C,1
18111D8,18111C9,3
18111A5,18111C8,1
1811133,18111C9,1
1951132,1951125,31
18111B5,1811145,4
1811124,18111A7,5
18111A7,1811153,18
1811119,18111B2,1
2961133,2961121,39
2961132,2961122,42
2961131,2961123,47
18111B8,1811132,1
1811116,18111B5,1
181111B,1811117,1
181111C,1811116,4
19611H7,1961131,1
1811124,18111A1,2
18111A5,1811145,2
18111A7,1811143,29
1811133,1811131,1
2961112,2961113,391
2961114,2961111,386
